patch_id,region,px_r0,px_c0,size,is_overlap,pooled_split,n_valid_px,valid_frac,n_loss_px,loss_frac,loss_frac_of_valid,has_loss
wayanad__p_ov_02176_01408,wayanad,2176,1408,256,1,train,65536,1.0,264,0.004028,0.004028,1
wayanad__p_ov_02176_01536,wayanad,2176,1536,256,1,train,65536,1.0,252,0.003845,0.003845,1
wayanad__p_ov_02176_01664,wayanad,2176,1664,256,1,train,65536,1.0,176,0.002686,0.002686,1
wayanad__p_ov_02176_01792,wayanad,2176,1792,256,1,train,65536,1.0,137,0.00209,0.00209,1
wayanad__p_ov_02176_02560,wayanad,2176,2560,256,1,train,65536,1.0,281,0.004288,0.004288,1
wayanad__p_ov_02176_02688,wayanad,2176,2688,256,1,train,65536,1.0,291,0.00444,0.00444,1
wayanad__p_ov_02304_00640,wayanad,2304,640,256,1,train,65536,1.0,133,0.002029,0.002029,1
wayanad__p_ov_02304_00896,wayanad,2304,896,256,1,train,65536,1.0,79,0.001205,0.001205,1
wayanad__p_ov_02304_01152,wayanad,2304,1152,256,1,train,65536,1.0,54,0.000824,0.000824,1
wayanad__p_ov_02304_01408,wayanad,2304,1408,256,1,train,65536,1.0,106,0.001617,0.001617,1
wayanad__p_ov_02304_01664,wayanad,2304,1664,256,1,train,65536,1.0,140,0.002136,0.002136,1
wayanad__p_ov_02304_02688,wayanad,2304,2688,256,1,train,65536,1.0,61,0.000931,0.000931,1
wayanad__p_ov_02432_00512,wayanad,2432,512,256,1,train,65536,1.0,0,0.0,0.0,0
wayanad__p_ov_02432_00640,wayanad,2432,640,256,1,train,65536,1.0,0,0.0,0.0,0
wayanad__p_ov_02432_00768,wayanad,2432,768,256,1,train,65536,1.0,36,0.000549,0.000549,1
wayanad__p_ov_02432_00896,wayanad,2432,896,256,1,train,65536,1.0,42,0.000641,0.000641,1
wayanad__p_ov_02432_01024,wayanad,2432,1024,256,1,train,65536,1.0,30,0.000458,0.000458,1
wayanad__p_ov_02432_01152,wayanad,2432,1152,256,1,train,65536,1.0,54,0.000824,0.000824,1
wayanad__p_ov_02432_01280,wayanad,2432,1280,256,1,train,65536,1.0,78,0.00119,0.00119,1
wayanad__p_ov_02432_01408,wayanad,2432,1408,256,1,train,65536,1.0,139,0.002121,0.002121,1
wayanad__p_ov_02432_01536,wayanad,2432,1536,256,1,train,65536,1.0,131,0.001999,0.001999,1
wayanad__p_ov_02432_01664,wayanad,2432,1664,256,1,train,65536,1.0,67,0.001022,0.001022,1
wayanad__p_ov_02432_01792,wayanad,2432,1792,256,1,train,65536,1.0,141,0.002151,0.002151,1
wayanad__p_ov_02432_02560,wayanad,2432,2560,256,1,train,65536,1.0,25,0.000381,0.000381,1
wayanad__p_ov_02432_02688,wayanad,2432,2688,256,1,train,65536,1.0,25,0.000381,0.000381,1
kodagu__p_00_00,kodagu,0,0,256,0,test,63744,0.9727,579,0.008835,0.009083,1
kodagu__p_00_01,kodagu,0,256,256,0,test,63744,0.9727,6,9.2e-05,9.4e-05,1
kodagu__p_00_02,kodagu,0,512,256,0,train,63770,0.9731,0,0.0,0.0,0
kodagu__p_00_03,kodagu,0,768,256,0,train,64256,0.9805,0,0.0,0.0,0
kodagu__p_00_04,kodagu,0,1024,256,0,train,64256,0.9805,0,0.0,0.0,0
kodagu__p_00_05,kodagu,0,1280,256,0,train,64298,0.9811,0,0.0,0.0,0
kodagu__p_00_06,kodagu,0,1536,256,0,test,64768,0.9883,24,0.000366,0.000371,1
kodagu__p_00_07,kodagu,0,1792,256,0,test,64768,0.9883,0,0.0,0.0,0
kodagu__p_00_08,kodagu,0,2048,256,0,val,64852,0.9896,0,0.0,0.0,0
kodagu__p_00_09,kodagu,0,2304,256,0,val,65536,1.0,0,0.0,0.0,0
kodagu__p_00_10,kodagu,0,2560,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_01_00,kodagu,256,0,256,0,test,65482,0.9992,331,0.005051,0.005055,1
kodagu__p_01_01,kodagu,256,256,256,0,test,65536,1.0,385,0.005875,0.005875,1
kodagu__p_01_02,kodagu,256,512,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_01_03,kodagu,256,768,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_01_04,kodagu,256,1024,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_01_05,kodagu,256,1280,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_01_06,kodagu,256,1536,256,0,test,65536,1.0,0,0.0,0.0,0
kodagu__p_01_07,kodagu,256,1792,256,0,test,65536,1.0,0,0.0,0.0,0
kodagu__p_01_08,kodagu,256,2048,256,0,val,65536,1.0,9,0.000137,0.000137,1
kodagu__p_01_09,kodagu,256,2304,256,0,val,65536,1.0,121,0.001846,0.001846,1
kodagu__p_01_10,kodagu,256,2560,256,0,train,62616,0.9554,0,0.0,0.0,0
kodagu__p_02_00,kodagu,512,0,256,0,train,65280,0.9961,0,0.0,0.0,0
kodagu__p_02_01,kodagu,512,256,256,0,train,65527,0.9999,0,0.0,0.0,0
kodagu__p_02_02,kodagu,512,512,256,0,val,65509,0.9996,0,0.0,0.0,0
kodagu__p_02_03,kodagu,512,768,256,0,val,65536,1.0,0,0.0,0.0,0
kodagu__p_02_04,kodagu,512,1024,256,0,test,65536,1.0,79,0.001205,0.001205,1
kodagu__p_02_05,kodagu,512,1280,256,0,test,65536,1.0,0,0.0,0.0,0
kodagu__p_02_06,kodagu,512,1536,256,0,train,65536,1.0,4,6.1e-05,6.1e-05,1
kodagu__p_02_07,kodagu,512,1792,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_02_08,kodagu,512,2048,256,0,train,65412,0.9981,0,0.0,0.0,0
kodagu__p_02_09,kodagu,512,2304,256,0,train,63194,0.9643,34,0.000519,0.000538,1
kodagu__p_02_10,kodagu,512,2560,256,0,train,54141,0.8261,51,0.000778,0.000942,1
kodagu__p_03_00,kodagu,768,0,256,0,train,65280,0.9961,44,0.000671,0.000674,1
kodagu__p_03_01,kodagu,768,256,256,0,train,65536,1.0,281,0.004288,0.004288,1
kodagu__p_03_02,kodagu,768,512,256,0,val,65536,1.0,15,0.000229,0.000229,1
kodagu__p_03_03,kodagu,768,768,256,0,val,65536,1.0,0,0.0,0.0,0
kodagu__p_03_04,kodagu,768,1024,256,0,test,65536,1.0,0,0.0,0.0,0
kodagu__p_03_05,kodagu,768,1280,256,0,test,65536,1.0,58,0.000885,0.000885,1
kodagu__p_03_06,kodagu,768,1536,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_03_07,kodagu,768,1792,256,0,train,65536,1.0,1000,0.015259,0.015259,1
kodagu__p_03_08,kodagu,768,2048,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_03_09,kodagu,768,2304,256,0,train,65511,0.9996,0,0.0,0.0,0
kodagu__p_03_10,kodagu,768,2560,256,0,train,65536,1.0,264,0.004028,0.004028,1
kodagu__p_04_00,kodagu,1024,0,256,0,train,65232,0.9954,33,0.000504,0.000506,1
kodagu__p_04_01,kodagu,1024,256,256,0,train,65536,1.0,42,0.000641,0.000641,1
kodagu__p_04_02,kodagu,1024,512,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_04_03,kodagu,1024,768,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_04_04,kodagu,1024,1024,256,0,train,65193,0.9948,39,0.000595,0.000598,1
kodagu__p_04_05,kodagu,1024,1280,256,0,train,65536,1.0,154,0.00235,0.00235,1
kodagu__p_04_06,kodagu,1024,1536,256,0,train,65536,1.0,30,0.000458,0.000458,1
kodagu__p_04_07,kodagu,1024,1792,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_04_08,kodagu,1024,2048,256,0,train,65536,1.0,27,0.000412,0.000412,1
kodagu__p_04_09,kodagu,1024,2304,256,0,train,65536,1.0,216,0.003296,0.003296,1
kodagu__p_04_10,kodagu,1024,2560,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_05_00,kodagu,1280,0,256,0,train,65024,0.9922,0,0.0,0.0,0
kodagu__p_05_01,kodagu,1280,256,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_05_02,kodagu,1280,512,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_05_03,kodagu,1280,768,256,0,train,65536,1.0,4,6.1e-05,6.1e-05,1
kodagu__p_05_04,kodagu,1280,1024,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_05_05,kodagu,1280,1280,256,0,train,65536,1.0,9,0.000137,0.000137,1
kodagu__p_05_06,kodagu,1280,1536,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_05_07,kodagu,1280,1792,256,0,train,65536,1.0,88,0.001343,0.001343,1
kodagu__p_05_08,kodagu,1280,2048,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_05_09,kodagu,1280,2304,256,0,train,65536,1.0,118,0.001801,0.001801,1
kodagu__p_05_10,kodagu,1280,2560,256,0,train,65536,1.0,161,0.002457,0.002457,1
kodagu__p_06_00,kodagu,1536,0,256,0,train,65024,0.9922,0,0.0,0.0,0
kodagu__p_06_01,kodagu,1536,256,256,0,train,65536,1.0,15,0.000229,0.000229,1
kodagu__p_06_02,kodagu,1536,512,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_06_03,kodagu,1536,768,256,0,train,65536,1.0,12,0.000183,0.000183,1
kodagu__p_06_04,kodagu,1536,1024,256,0,test,65536,1.0,9,0.000137,0.000137,1
kodagu__p_06_05,kodagu,1536,1280,256,0,test,65536,1.0,142,0.002167,0.002167,1
kodagu__p_06_06,kodagu,1536,1536,256,0,train,65536,1.0,199,0.003036,0.003036,1
kodagu__p_06_07,kodagu,1536,1792,256,0,train,65500,0.9995,0,0.0,0.0,0
kodagu__p_06_08,kodagu,1536,2048,256,0,train,65536,1.0,43,0.000656,0.000656,1
kodagu__p_06_09,kodagu,1536,2304,256,0,train,65536,1.0,27,0.000412,0.000412,1
kodagu__p_06_10,kodagu,1536,2560,256,0,test,65506,0.9995,243,0.003708,0.00371,1
kodagu__p_07_00,kodagu,1792,0,256,0,train,64940,0.9909,18,0.000275,0.000277,1
kodagu__p_07_01,kodagu,1792,256,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_07_02,kodagu,1792,512,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_07_03,kodagu,1792,768,256,0,train,65536,1.0,51,0.000778,0.000778,1
kodagu__p_07_04,kodagu,1792,1024,256,0,test,65536,1.0,0,0.0,0.0,0
kodagu__p_07_05,kodagu,1792,1280,256,0,test,65536,1.0,118,0.001801,0.001801,1
kodagu__p_07_06,kodagu,1792,1536,256,0,train,65518,0.9997,148,0.002258,0.002259,1
kodagu__p_07_07,kodagu,1792,1792,256,0,train,65536,1.0,36,0.000549,0.000549,1
kodagu__p_07_08,kodagu,1792,2048,256,0,train,65536,1.0,44,0.000671,0.000671,1
kodagu__p_07_09,kodagu,1792,2304,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_07_10,kodagu,1792,2560,256,0,test,65536,1.0,141,0.002151,0.002151,1
kodagu__p_08_00,kodagu,2048,0,256,0,val,64512,0.9844,161,0.002457,0.002496,1
kodagu__p_08_01,kodagu,2048,256,256,0,val,65536,1.0,151,0.002304,0.002304,1
kodagu__p_08_02,kodagu,2048,512,256,0,train,65536,1.0,143,0.002182,0.002182,1
kodagu__p_08_03,kodagu,2048,768,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_08_04,kodagu,2048,1024,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_08_05,kodagu,2048,1280,256,0,train,65536,1.0,34,0.000519,0.000519,1
kodagu__p_08_06,kodagu,2048,1536,256,0,train,65536,1.0,78,0.00119,0.00119,1
kodagu__p_08_07,kodagu,2048,1792,256,0,train,65536,1.0,12,0.000183,0.000183,1
kodagu__p_08_08,kodagu,2048,2048,256,0,val,65536,1.0,34,0.000519,0.000519,1
kodagu__p_08_09,kodagu,2048,2304,256,0,val,65536,1.0,0,0.0,0.0,0
kodagu__p_08_10,kodagu,2048,2560,256,0,train,65536,1.0,54,0.000824,0.000824,1
kodagu__p_09_00,kodagu,2304,0,256,0,val,64512,0.9844,73,0.001114,0.001132,1
kodagu__p_09_01,kodagu,2304,256,256,0,val,65536,1.0,6,9.2e-05,9.2e-05,1
kodagu__p_09_02,kodagu,2304,512,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_09_03,kodagu,2304,768,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_09_04,kodagu,2304,1024,256,0,train,65536,1.0,9,0.000137,0.000137,1
kodagu__p_09_05,kodagu,2304,1280,256,0,train,65536,1.0,72,0.001099,0.001099,1
kodagu__p_09_06,kodagu,2304,1536,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_09_07,kodagu,2304,1792,256,0,train,65536,1.0,87,0.001328,0.001328,1
kodagu__p_09_08,kodagu,2304,2048,256,0,val,65536,1.0,27,0.000412,0.000412,1
kodagu__p_09_09,kodagu,2304,2304,256,0,val,65536,1.0,15,0.000229,0.000229,1
kodagu__p_09_10,kodagu,2304,2560,256,0,train,65536,1.0,298,0.004547,0.004547,1
kodagu__p_ov_00000_00640,kodagu,0,640,256,1,train,64026,0.977,0,0.0,0.0,0
kodagu__p_ov_00000_00896,kodagu,0,896,256,1,train,64256,0.9805,0,0.0,0.0,0
kodagu__p_ov_00000_01152,kodagu,0,1152,256,1,train,64256,0.9805,0,0.0,0.0,0
kodagu__p_ov_00000_02688,kodagu,0,2688,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_00128_00512,kodagu,128,512,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_00128_00640,kodagu,128,640,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_00128_00768,kodagu,128,768,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_00128_00896,kodagu,128,896,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_00128_01024,kodagu,128,1024,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_00128_01152,kodagu,128,1152,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_00128_01280,kodagu,128,1280,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_00128_02560,kodagu,128,2560,256,1,train,65230,0.9953,0,0.0,0.0,0
kodagu__p_ov_00128_02688,kodagu,128,2688,256,1,train,64981,0.9915,0,0.0,0.0,0
kodagu__p_ov_00256_00640,kodagu,256,640,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_00256_00896,kodagu,256,896,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_00256_01152,kodagu,256,1152,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_00256_02688,kodagu,256,2688,256,1,train,60927,0.9297,34,0.000519,0.000558,1
kodagu__p_ov_00384_02560,kodagu,384,2560,256,1,train,51590,0.7872,0,0.0,0.0,0
kodagu__p_ov_00384_02688,kodagu,384,2688,256,1,train,43528,0.6642,34,0.000519,0.000781,1
kodagu__p_ov_00512_00128,kodagu,512,128,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_00512_01664,kodagu,512,1664,256,1,train,65536,1.0,4,6.1e-05,6.1e-05,1
kodagu__p_ov_00512_01920,kodagu,512,1920,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_00512_02176,kodagu,512,2176,256,1,train,64618,0.986,9,0.000137,0.000139,1
kodagu__p_ov_00512_02432,kodagu,512,2432,256,1,train,60076,0.9167,25,0.000381,0.000416,1
kodagu__p_ov_00512_02688,kodagu,512,2688,256,1,train,43879,0.6695,51,0.000778,0.001162,1
kodagu__p_ov_00640_00000,kodagu,640,0,256,1,train,65280,0.9961,44,0.000671,0.000674,1
kodagu__p_ov_00640_00128,kodagu,640,128,256,1,train,65536,1.0,44,0.000671,0.000671,1
kodagu__p_ov_00640_00256,kodagu,640,256,256,1,train,65536,1.0,49,0.000748,0.000748,1
kodagu__p_ov_00640_01536,kodagu,640,1536,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_00640_01664,kodagu,640,1664,256,1,train,65536,1.0,112,0.001709,0.001709,1
kodagu__p_ov_00640_01792,kodagu,640,1792,256,1,train,65536,1.0,112,0.001709,0.001709,1
kodagu__p_ov_00640_01920,kodagu,640,1920,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_00640_02048,kodagu,640,2048,256,1,train,65513,0.9996,0,0.0,0.0,0
kodagu__p_ov_00640_02176,kodagu,640,2176,256,1,train,65094,0.9933,0,0.0,0.0,0
kodagu__p_ov_00640_02304,kodagu,640,2304,256,1,train,65117,0.9936,0,0.0,0.0,0
kodagu__p_ov_00640_02432,kodagu,640,2432,256,1,train,65503,0.9995,0,0.0,0.0,0
kodagu__p_ov_00640_02560,kodagu,640,2560,256,1,train,65473,0.999,171,0.002609,0.002612,1
kodagu__p_ov_00640_02688,kodagu,640,2688,256,1,train,61833,0.9435,228,0.003479,0.003687,1
kodagu__p_ov_00768_00128,kodagu,768,128,256,1,train,65536,1.0,44,0.000671,0.000671,1
kodagu__p_ov_00768_01664,kodagu,768,1664,256,1,train,65536,1.0,1000,0.015259,0.015259,1
kodagu__p_ov_00768_01920,kodagu,768,1920,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_00768_02176,kodagu,768,2176,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_00768_02432,kodagu,768,2432,256,1,train,65511,0.9996,111,0.001694,0.001694,1
kodagu__p_ov_00768_02688,kodagu,768,2688,256,1,train,65536,1.0,210,0.003204,0.003204,1
kodagu__p_ov_00896_00000,kodagu,896,0,256,1,train,65280,0.9961,33,0.000504,0.000506,1
kodagu__p_ov_00896_00128,kodagu,896,128,256,1,train,65536,1.0,75,0.001144,0.001144,1
kodagu__p_ov_00896_00256,kodagu,896,256,256,1,train,65536,1.0,274,0.004181,0.004181,1
kodagu__p_ov_00896_01536,kodagu,896,1536,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_00896_01664,kodagu,896,1664,256,1,train,65536,1.0,888,0.01355,0.01355,1
kodagu__p_ov_00896_01792,kodagu,896,1792,256,1,train,65536,1.0,888,0.01355,0.01355,1
kodagu__p_ov_00896_01920,kodagu,896,1920,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_00896_02048,kodagu,896,2048,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_00896_02176,kodagu,896,2176,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_00896_02304,kodagu,896,2304,256,1,train,65511,0.9996,18,0.000275,0.000275,1
kodagu__p_ov_00896_02432,kodagu,896,2432,256,1,train,65511,0.9996,129,0.001968,0.001969,1
kodagu__p_ov_00896_02560,kodagu,896,2560,256,1,train,65536,1.0,144,0.002197,0.002197,1
kodagu__p_ov_00896_02688,kodagu,896,2688,256,1,train,65536,1.0,69,0.001053,0.001053,1
kodagu__p_ov_01024_00128,kodagu,1024,128,256,1,train,65536,1.0,75,0.001144,0.001144,1
kodagu__p_ov_01024_00384,kodagu,1024,384,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01024_00640,kodagu,1024,640,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01024_00896,kodagu,1024,896,256,1,train,65512,0.9996,0,0.0,0.0,0
kodagu__p_ov_01024_01152,kodagu,1024,1152,256,1,train,65217,0.9951,193,0.002945,0.002959,1
kodagu__p_ov_01024_01408,kodagu,1024,1408,256,1,train,65536,1.0,30,0.000458,0.000458,1
kodagu__p_ov_01024_01664,kodagu,1024,1664,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01024_01920,kodagu,1024,1920,256,1,train,65536,1.0,27,0.000412,0.000412,1
kodagu__p_ov_01024_02176,kodagu,1024,2176,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01024_02432,kodagu,1024,2432,256,1,train,65536,1.0,216,0.003296,0.003296,1
kodagu__p_ov_01024_02688,kodagu,1024,2688,256,1,train,65536,1.0,36,0.000549,0.000549,1
kodagu__p_ov_01152_00000,kodagu,1152,0,256,1,train,65104,0.9934,0,0.0,0.0,0
kodagu__p_ov_01152_00128,kodagu,1152,128,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01152_00256,kodagu,1152,256,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01152_00384,kodagu,1152,384,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01152_00512,kodagu,1152,512,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01152_00640,kodagu,1152,640,256,1,train,65536,1.0,4,6.1e-05,6.1e-05,1
kodagu__p_ov_01152_00768,kodagu,1152,768,256,1,train,65536,1.0,4,6.1e-05,6.1e-05,1
kodagu__p_ov_01152_00896,kodagu,1152,896,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01152_01024,kodagu,1152,1024,256,1,train,65536,1.0,39,0.000595,0.000595,1
kodagu__p_ov_01152_01152,kodagu,1152,1152,256,1,train,65536,1.0,193,0.002945,0.002945,1
kodagu__p_ov_01152_01280,kodagu,1152,1280,256,1,train,65536,1.0,154,0.00235,0.00235,1
kodagu__p_ov_01152_01408,kodagu,1152,1408,256,1,train,65536,1.0,30,0.000458,0.000458,1
kodagu__p_ov_01152_01536,kodagu,1152,1536,256,1,train,65536,1.0,30,0.000458,0.000458,1
kodagu__p_ov_01152_01664,kodagu,1152,1664,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01152_01792,kodagu,1152,1792,256,1,train,65536,1.0,34,0.000519,0.000519,1
kodagu__p_ov_01152_01920,kodagu,1152,1920,256,1,train,65536,1.0,61,0.000931,0.000931,1
kodagu__p_ov_01152_02048,kodagu,1152,2048,256,1,train,65536,1.0,27,0.000412,0.000412,1
kodagu__p_ov_01152_02176,kodagu,1152,2176,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01152_02304,kodagu,1152,2304,256,1,train,65536,1.0,277,0.004227,0.004227,1
kodagu__p_ov_01152_02432,kodagu,1152,2432,256,1,train,65536,1.0,277,0.004227,0.004227,1
kodagu__p_ov_01152_02560,kodagu,1152,2560,256,1,train,65536,1.0,113,0.001724,0.001724,1
kodagu__p_ov_01152_02688,kodagu,1152,2688,256,1,train,65536,1.0,203,0.003098,0.003098,1
kodagu__p_ov_01280_00128,kodagu,1280,128,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01280_00384,kodagu,1280,384,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01280_00640,kodagu,1280,640,256,1,train,65536,1.0,4,6.1e-05,6.1e-05,1
kodagu__p_ov_01280_00896,kodagu,1280,896,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01280_01152,kodagu,1280,1152,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01280_01408,kodagu,1280,1408,256,1,train,65536,1.0,9,0.000137,0.000137,1
kodagu__p_ov_01280_01664,kodagu,1280,1664,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01280_01920,kodagu,1280,1920,256,1,train,65536,1.0,88,0.001343,0.001343,1
kodagu__p_ov_01280_02176,kodagu,1280,2176,256,1,train,65536,1.0,39,0.000595,0.000595,1
kodagu__p_ov_01280_02432,kodagu,1280,2432,256,1,train,65536,1.0,119,0.001816,0.001816,1
kodagu__p_ov_01280_02688,kodagu,1280,2688,256,1,train,65536,1.0,211,0.00322,0.00322,1
kodagu__p_ov_01408_00000,kodagu,1408,0,256,1,train,65024,0.9922,0,0.0,0.0,0
kodagu__p_ov_01408_00128,kodagu,1408,128,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01408_00256,kodagu,1408,256,256,1,train,65536,1.0,15,0.000229,0.000229,1
kodagu__p_ov_01408_00384,kodagu,1408,384,256,1,train,65536,1.0,15,0.000229,0.000229,1
kodagu__p_ov_01408_00512,kodagu,1408,512,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01408_00640,kodagu,1408,640,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01408_00768,kodagu,1408,768,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01408_01536,kodagu,1408,1536,256,1,train,65536,1.0,199,0.003036,0.003036,1
kodagu__p_ov_01408_01664,kodagu,1408,1664,256,1,train,65536,1.0,27,0.000412,0.000412,1
kodagu__p_ov_01408_01792,kodagu,1408,1792,256,1,train,65536,1.0,54,0.000824,0.000824,1
kodagu__p_ov_01408_01920,kodagu,1408,1920,256,1,train,65536,1.0,97,0.00148,0.00148,1
kodagu__p_ov_01408_02048,kodagu,1408,2048,256,1,train,65536,1.0,43,0.000656,0.000656,1
kodagu__p_ov_01408_02176,kodagu,1408,2176,256,1,train,65536,1.0,66,0.001007,0.001007,1
kodagu__p_ov_01408_02304,kodagu,1408,2304,256,1,train,65536,1.0,66,0.001007,0.001007,1
kodagu__p_ov_01536_00128,kodagu,1536,128,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01536_00384,kodagu,1536,384,256,1,train,65536,1.0,15,0.000229,0.000229,1
kodagu__p_ov_01536_00640,kodagu,1536,640,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01536_01664,kodagu,1536,1664,256,1,train,65500,0.9995,27,0.000412,0.000412,1
kodagu__p_ov_01536_01920,kodagu,1536,1920,256,1,train,65536,1.0,43,0.000656,0.000656,1
kodagu__p_ov_01536_02176,kodagu,1536,2176,256,1,train,65536,1.0,27,0.000412,0.000412,1
kodagu__p_ov_01664_00000,kodagu,1664,0,256,1,train,65024,0.9922,0,0.0,0.0,0
kodagu__p_ov_01664_00128,kodagu,1664,128,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01664_00256,kodagu,1664,256,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01664_00384,kodagu,1664,384,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01664_00512,kodagu,1664,512,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01664_00640,kodagu,1664,640,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01664_00768,kodagu,1664,768,256,1,train,65536,1.0,12,0.000183,0.000183,1
kodagu__p_ov_01664_01536,kodagu,1664,1536,256,1,train,65518,0.9997,88,0.001343,0.001343,1
kodagu__p_ov_01664_01664,kodagu,1664,1664,256,1,train,65482,0.9992,15,0.000229,0.000229,1
kodagu__p_ov_01664_01792,kodagu,1664,1792,256,1,train,65500,0.9995,27,0.000412,0.000412,1
kodagu__p_ov_01664_01920,kodagu,1664,1920,256,1,train,65536,1.0,12,0.000183,0.000183,1
kodagu__p_ov_01664_02048,kodagu,1664,2048,256,1,train,65536,1.0,44,0.000671,0.000671,1
kodagu__p_ov_01664_02176,kodagu,1664,2176,256,1,train,65536,1.0,44,0.000671,0.000671,1
kodagu__p_ov_01664_02304,kodagu,1664,2304,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01792_00128,kodagu,1792,128,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01792_00384,kodagu,1792,384,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01792_00640,kodagu,1792,640,256,1,train,65536,1.0,51,0.000778,0.000778,1
kodagu__p_ov_01792_01664,kodagu,1792,1664,256,1,train,65518,0.9997,15,0.000229,0.000229,1
