patch_id,region,px_r0,px_c0,size,is_overlap,pooled_split,n_valid_px,valid_frac,n_loss_px,loss_frac,loss_frac_of_valid,has_loss
wayanad__p_ov_02176_01408,wayanad,2176,1408,256,1,train,65536,1.0,134,0.002045,0.002045,1
wayanad__p_ov_02176_01536,wayanad,2176,1536,256,1,train,65536,1.0,237,0.003616,0.003616,1
wayanad__p_ov_02176_01664,wayanad,2176,1664,256,1,train,65536,1.0,135,0.00206,0.00206,1
wayanad__p_ov_02176_01792,wayanad,2176,1792,256,1,train,65536,1.0,384,0.005859,0.005859,1
wayanad__p_ov_02176_02560,wayanad,2176,2560,256,1,train,65536,1.0,396,0.006042,0.006042,1
wayanad__p_ov_02176_02688,wayanad,2176,2688,256,1,train,65536,1.0,393,0.005997,0.005997,1
wayanad__p_ov_02304_00640,wayanad,2304,640,256,1,train,65536,1.0,61,0.000931,0.000931,1
wayanad__p_ov_02304_00896,wayanad,2304,896,256,1,train,65536,1.0,587,0.008957,0.008957,1
wayanad__p_ov_02304_01152,wayanad,2304,1152,256,1,train,65536,1.0,27,0.000412,0.000412,1
wayanad__p_ov_02304_01408,wayanad,2304,1408,256,1,train,65536,1.0,80,0.001221,0.001221,1
wayanad__p_ov_02304_01664,wayanad,2304,1664,256,1,train,65536,1.0,158,0.002411,0.002411,1
wayanad__p_ov_02304_02688,wayanad,2304,2688,256,1,train,65536,1.0,77,0.001175,0.001175,1
wayanad__p_ov_02432_00512,wayanad,2432,512,256,1,train,65536,1.0,0,0.0,0.0,0
wayanad__p_ov_02432_00640,wayanad,2432,640,256,1,train,65536,1.0,0,0.0,0.0,0
wayanad__p_ov_02432_00768,wayanad,2432,768,256,1,train,65536,1.0,481,0.007339,0.007339,1
wayanad__p_ov_02432_00896,wayanad,2432,896,256,1,train,65536,1.0,500,0.007629,0.007629,1
wayanad__p_ov_02432_01024,wayanad,2432,1024,256,1,train,65536,1.0,46,0.000702,0.000702,1
wayanad__p_ov_02432_01152,wayanad,2432,1152,256,1,train,65536,1.0,166,0.002533,0.002533,1
wayanad__p_ov_02432_01280,wayanad,2432,1280,256,1,train,65536,1.0,139,0.002121,0.002121,1
wayanad__p_ov_02432_01408,wayanad,2432,1408,256,1,train,65536,1.0,139,0.002121,0.002121,1
wayanad__p_ov_02432_01536,wayanad,2432,1536,256,1,train,65536,1.0,377,0.005753,0.005753,1
wayanad__p_ov_02432_01664,wayanad,2432,1664,256,1,train,65536,1.0,374,0.005707,0.005707,1
wayanad__p_ov_02432_01792,wayanad,2432,1792,256,1,train,65536,1.0,211,0.00322,0.00322,1
wayanad__p_ov_02432_02560,wayanad,2432,2560,256,1,train,65536,1.0,43,0.000656,0.000656,1
wayanad__p_ov_02432_02688,wayanad,2432,2688,256,1,train,65536,1.0,43,0.000656,0.000656,1
kodagu__p_00_00,kodagu,0,0,256,0,test,63744,0.9727,317,0.004837,0.004973,1
kodagu__p_00_01,kodagu,0,256,256,0,test,63744,0.9727,54,0.000824,0.000847,1
kodagu__p_00_02,kodagu,0,512,256,0,train,63770,0.9731,0,0.0,0.0,0
kodagu__p_00_03,kodagu,0,768,256,0,train,64256,0.9805,0,0.0,0.0,0
kodagu__p_00_04,kodagu,0,1024,256,0,train,64256,0.9805,0,0.0,0.0,0
kodagu__p_00_05,kodagu,0,1280,256,0,train,64298,0.9811,6,9.2e-05,9.3e-05,1
kodagu__p_00_06,kodagu,0,1536,256,0,test,64768,0.9883,0,0.0,0.0,0
kodagu__p_00_07,kodagu,0,1792,256,0,test,64768,0.9883,136,0.002075,0.0021,1
kodagu__p_00_08,kodagu,0,2048,256,0,val,64852,0.9896,72,0.001099,0.00111,1
kodagu__p_00_09,kodagu,0,2304,256,0,val,65536,1.0,99,0.001511,0.001511,1
kodagu__p_00_10,kodagu,0,2560,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_01_00,kodagu,256,0,256,0,test,65482,0.9992,0,0.0,0.0,0
kodagu__p_01_01,kodagu,256,256,256,0,test,65536,1.0,112,0.001709,0.001709,1
kodagu__p_01_02,kodagu,256,512,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_01_03,kodagu,256,768,256,0,train,65536,1.0,27,0.000412,0.000412,1
kodagu__p_01_04,kodagu,256,1024,256,0,train,65536,1.0,108,0.001648,0.001648,1
kodagu__p_01_05,kodagu,256,1280,256,0,train,65536,1.0,210,0.003204,0.003204,1
kodagu__p_01_06,kodagu,256,1536,256,0,test,65536,1.0,118,0.001801,0.001801,1
kodagu__p_01_07,kodagu,256,1792,256,0,test,65536,1.0,72,0.001099,0.001099,1
kodagu__p_01_08,kodagu,256,2048,256,0,val,65536,1.0,588,0.008972,0.008972,1
kodagu__p_01_09,kodagu,256,2304,256,0,val,65536,1.0,181,0.002762,0.002762,1
kodagu__p_01_10,kodagu,256,2560,256,0,train,62616,0.9554,0,0.0,0.0,0
kodagu__p_02_00,kodagu,512,0,256,0,train,65280,0.9961,9,0.000137,0.000138,1
kodagu__p_02_01,kodagu,512,256,256,0,train,65527,0.9999,25,0.000381,0.000382,1
kodagu__p_02_02,kodagu,512,512,256,0,val,65509,0.9996,58,0.000885,0.000885,1
kodagu__p_02_03,kodagu,512,768,256,0,val,65536,1.0,0,0.0,0.0,0
kodagu__p_02_04,kodagu,512,1024,256,0,test,65536,1.0,115,0.001755,0.001755,1
kodagu__p_02_05,kodagu,512,1280,256,0,test,65536,1.0,712,0.010864,0.010864,1
kodagu__p_02_06,kodagu,512,1536,256,0,train,65536,1.0,1139,0.01738,0.01738,1
kodagu__p_02_07,kodagu,512,1792,256,0,train,65536,1.0,379,0.005783,0.005783,1
kodagu__p_02_08,kodagu,512,2048,256,0,train,65412,0.9981,396,0.006042,0.006054,1
kodagu__p_02_09,kodagu,512,2304,256,0,train,63194,0.9643,596,0.009094,0.009431,1
kodagu__p_02_10,kodagu,512,2560,256,0,train,54141,0.8261,435,0.006638,0.008035,1
kodagu__p_03_00,kodagu,768,0,256,0,train,65280,0.9961,75,0.001144,0.001149,1
kodagu__p_03_01,kodagu,768,256,256,0,train,65536,1.0,478,0.007294,0.007294,1
kodagu__p_03_02,kodagu,768,512,256,0,val,65536,1.0,137,0.00209,0.00209,1
kodagu__p_03_03,kodagu,768,768,256,0,val,65536,1.0,27,0.000412,0.000412,1
kodagu__p_03_04,kodagu,768,1024,256,0,test,65536,1.0,56,0.000854,0.000854,1
kodagu__p_03_05,kodagu,768,1280,256,0,test,65536,1.0,1009,0.015396,0.015396,1
kodagu__p_03_06,kodagu,768,1536,256,0,train,65536,1.0,998,0.015228,0.015228,1
kodagu__p_03_07,kodagu,768,1792,256,0,train,65536,1.0,1087,0.016586,0.016586,1
kodagu__p_03_08,kodagu,768,2048,256,0,train,65536,1.0,485,0.007401,0.007401,1
kodagu__p_03_09,kodagu,768,2304,256,0,train,65511,0.9996,752,0.011475,0.011479,1
kodagu__p_03_10,kodagu,768,2560,256,0,train,65536,1.0,148,0.002258,0.002258,1
kodagu__p_04_00,kodagu,1024,0,256,0,train,65232,0.9954,0,0.0,0.0,0
kodagu__p_04_01,kodagu,1024,256,256,0,train,65536,1.0,60,0.000916,0.000916,1
kodagu__p_04_02,kodagu,1024,512,256,0,train,65536,1.0,198,0.003021,0.003021,1
kodagu__p_04_03,kodagu,1024,768,256,0,train,65536,1.0,77,0.001175,0.001175,1
kodagu__p_04_04,kodagu,1024,1024,256,0,train,65193,0.9948,18,0.000275,0.000276,1
kodagu__p_04_05,kodagu,1024,1280,256,0,train,65536,1.0,1781,0.027176,0.027176,1
kodagu__p_04_06,kodagu,1024,1536,256,0,train,65536,1.0,532,0.008118,0.008118,1
kodagu__p_04_07,kodagu,1024,1792,256,0,train,65536,1.0,347,0.005295,0.005295,1
kodagu__p_04_08,kodagu,1024,2048,256,0,train,65536,1.0,494,0.007538,0.007538,1
kodagu__p_04_09,kodagu,1024,2304,256,0,train,65536,1.0,428,0.006531,0.006531,1
kodagu__p_04_10,kodagu,1024,2560,256,0,train,65536,1.0,30,0.000458,0.000458,1
kodagu__p_05_00,kodagu,1280,0,256,0,train,65024,0.9922,55,0.000839,0.000846,1
kodagu__p_05_01,kodagu,1280,256,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_05_02,kodagu,1280,512,256,0,train,65536,1.0,9,0.000137,0.000137,1
kodagu__p_05_03,kodagu,1280,768,256,0,train,65536,1.0,76,0.00116,0.00116,1
kodagu__p_05_04,kodagu,1280,1024,256,0,train,65536,1.0,96,0.001465,0.001465,1
kodagu__p_05_05,kodagu,1280,1280,256,0,train,65536,1.0,48,0.000732,0.000732,1
kodagu__p_05_06,kodagu,1280,1536,256,0,train,65536,1.0,46,0.000702,0.000702,1
kodagu__p_05_07,kodagu,1280,1792,256,0,train,65536,1.0,302,0.004608,0.004608,1
kodagu__p_05_08,kodagu,1280,2048,256,0,train,65536,1.0,36,0.000549,0.000549,1
kodagu__p_05_09,kodagu,1280,2304,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_05_10,kodagu,1280,2560,256,0,train,65536,1.0,77,0.001175,0.001175,1
kodagu__p_06_00,kodagu,1536,0,256,0,train,65024,0.9922,30,0.000458,0.000461,1
kodagu__p_06_01,kodagu,1536,256,256,0,train,65536,1.0,197,0.003006,0.003006,1
kodagu__p_06_02,kodagu,1536,512,256,0,train,65536,1.0,33,0.000504,0.000504,1
kodagu__p_06_03,kodagu,1536,768,256,0,train,65536,1.0,215,0.003281,0.003281,1
kodagu__p_06_04,kodagu,1536,1024,256,0,test,65536,1.0,126,0.001923,0.001923,1
kodagu__p_06_05,kodagu,1536,1280,256,0,test,65536,1.0,127,0.001938,0.001938,1
kodagu__p_06_06,kodagu,1536,1536,256,0,train,65536,1.0,6,9.2e-05,9.2e-05,1
kodagu__p_06_07,kodagu,1536,1792,256,0,train,65500,0.9995,146,0.002228,0.002229,1
kodagu__p_06_08,kodagu,1536,2048,256,0,train,65536,1.0,50,0.000763,0.000763,1
kodagu__p_06_09,kodagu,1536,2304,256,0,train,65536,1.0,154,0.00235,0.00235,1
kodagu__p_06_10,kodagu,1536,2560,256,0,test,65506,0.9995,0,0.0,0.0,0
kodagu__p_07_00,kodagu,1792,0,256,0,train,64940,0.9909,94,0.001434,0.001447,1
kodagu__p_07_01,kodagu,1792,256,256,0,train,65536,1.0,222,0.003387,0.003387,1
kodagu__p_07_02,kodagu,1792,512,256,0,train,65536,1.0,45,0.000687,0.000687,1
kodagu__p_07_03,kodagu,1792,768,256,0,train,65536,1.0,15,0.000229,0.000229,1
kodagu__p_07_04,kodagu,1792,1024,256,0,test,65536,1.0,34,0.000519,0.000519,1
kodagu__p_07_05,kodagu,1792,1280,256,0,test,65536,1.0,0,0.0,0.0,0
kodagu__p_07_06,kodagu,1792,1536,256,0,train,65518,0.9997,0,0.0,0.0,0
kodagu__p_07_07,kodagu,1792,1792,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_07_08,kodagu,1792,2048,256,0,train,65536,1.0,19,0.00029,0.00029,1
kodagu__p_07_09,kodagu,1792,2304,256,0,train,65536,1.0,107,0.001633,0.001633,1
kodagu__p_07_10,kodagu,1792,2560,256,0,test,65536,1.0,0,0.0,0.0,0
kodagu__p_08_00,kodagu,2048,0,256,0,val,64512,0.9844,67,0.001022,0.001039,1
kodagu__p_08_01,kodagu,2048,256,256,0,val,65536,1.0,121,0.001846,0.001846,1
kodagu__p_08_02,kodagu,2048,512,256,0,train,65536,1.0,6,9.2e-05,9.2e-05,1
kodagu__p_08_03,kodagu,2048,768,256,0,train,65536,1.0,55,0.000839,0.000839,1
kodagu__p_08_04,kodagu,2048,1024,256,0,train,65536,1.0,433,0.006607,0.006607,1
kodagu__p_08_05,kodagu,2048,1280,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_08_06,kodagu,2048,1536,256,0,train,65536,1.0,60,0.000916,0.000916,1
kodagu__p_08_07,kodagu,2048,1792,256,0,train,65536,1.0,187,0.002853,0.002853,1
kodagu__p_08_08,kodagu,2048,2048,256,0,val,65536,1.0,175,0.00267,0.00267,1
kodagu__p_08_09,kodagu,2048,2304,256,0,val,65536,1.0,477,0.007278,0.007278,1
kodagu__p_08_10,kodagu,2048,2560,256,0,train,65536,1.0,18,0.000275,0.000275,1
kodagu__p_09_00,kodagu,2304,0,256,0,val,64512,0.9844,24,0.000366,0.000372,1
kodagu__p_09_01,kodagu,2304,256,256,0,val,65536,1.0,161,0.002457,0.002457,1
kodagu__p_09_02,kodagu,2304,512,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_09_03,kodagu,2304,768,256,0,train,65536,1.0,30,0.000458,0.000458,1
kodagu__p_09_04,kodagu,2304,1024,256,0,train,65536,1.0,119,0.001816,0.001816,1
kodagu__p_09_05,kodagu,2304,1280,256,0,train,65536,1.0,66,0.001007,0.001007,1
kodagu__p_09_06,kodagu,2304,1536,256,0,train,65536,1.0,0,0.0,0.0,0
kodagu__p_09_07,kodagu,2304,1792,256,0,train,65536,1.0,63,0.000961,0.000961,1
kodagu__p_09_08,kodagu,2304,2048,256,0,val,65536,1.0,4,6.1e-05,6.1e-05,1
kodagu__p_09_09,kodagu,2304,2304,256,0,val,65536,1.0,418,0.006378,0.006378,1
kodagu__p_09_10,kodagu,2304,2560,256,0,train,65536,1.0,76,0.00116,0.00116,1
kodagu__p_ov_00000_00640,kodagu,0,640,256,1,train,64026,0.977,0,0.0,0.0,0
kodagu__p_ov_00000_00896,kodagu,0,896,256,1,train,64256,0.9805,0,0.0,0.0,0
kodagu__p_ov_00000_01152,kodagu,0,1152,256,1,train,64256,0.9805,0,0.0,0.0,0
kodagu__p_ov_00000_02688,kodagu,0,2688,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_00128_00512,kodagu,128,512,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_00128_00640,kodagu,128,640,256,1,train,65536,1.0,27,0.000412,0.000412,1
kodagu__p_ov_00128_00768,kodagu,128,768,256,1,train,65536,1.0,27,0.000412,0.000412,1
kodagu__p_ov_00128_00896,kodagu,128,896,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_00128_01024,kodagu,128,1024,256,1,train,65536,1.0,9,0.000137,0.000137,1
kodagu__p_ov_00128_01152,kodagu,128,1152,256,1,train,65536,1.0,59,0.0009,0.0009,1
kodagu__p_ov_00128_01280,kodagu,128,1280,256,1,train,65536,1.0,131,0.001999,0.001999,1
kodagu__p_ov_00128_02560,kodagu,128,2560,256,1,train,65230,0.9953,0,0.0,0.0,0
kodagu__p_ov_00128_02688,kodagu,128,2688,256,1,train,64981,0.9915,0,0.0,0.0,0
kodagu__p_ov_00256_00640,kodagu,256,640,256,1,train,65536,1.0,27,0.000412,0.000412,1
kodagu__p_ov_00256_00896,kodagu,256,896,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_00256_01152,kodagu,256,1152,256,1,train,65536,1.0,179,0.002731,0.002731,1
kodagu__p_ov_00256_02688,kodagu,256,2688,256,1,train,60927,0.9297,0,0.0,0.0,0
kodagu__p_ov_00384_02560,kodagu,384,2560,256,1,train,51590,0.7872,21,0.00032,0.000407,1
kodagu__p_ov_00384_02688,kodagu,384,2688,256,1,train,43528,0.6642,21,0.00032,0.000482,1
kodagu__p_ov_00512_00128,kodagu,512,128,256,1,train,65536,1.0,24,0.000366,0.000366,1
kodagu__p_ov_00512_01664,kodagu,512,1664,256,1,train,65536,1.0,838,0.012787,0.012787,1
kodagu__p_ov_00512_01920,kodagu,512,1920,256,1,train,65536,1.0,347,0.005295,0.005295,1
kodagu__p_ov_00512_02176,kodagu,512,2176,256,1,train,64618,0.986,802,0.012238,0.012411,1
kodagu__p_ov_00512_02432,kodagu,512,2432,256,1,train,60076,0.9167,0,0.0,0.0,0
kodagu__p_ov_00512_02688,kodagu,512,2688,256,1,train,43879,0.6695,573,0.008743,0.013059,1
kodagu__p_ov_00640_00000,kodagu,640,0,256,1,train,65280,0.9961,19,0.00029,0.000291,1
kodagu__p_ov_00640_00128,kodagu,640,128,256,1,train,65536,1.0,98,0.001495,0.001495,1
kodagu__p_ov_00640_00256,kodagu,640,256,256,1,train,65536,1.0,303,0.004623,0.004623,1
kodagu__p_ov_00640_01536,kodagu,640,1536,256,1,train,65536,1.0,943,0.014389,0.014389,1
kodagu__p_ov_00640_01664,kodagu,640,1664,256,1,train,65536,1.0,940,0.014343,0.014343,1
kodagu__p_ov_00640_01792,kodagu,640,1792,256,1,train,65536,1.0,1095,0.016708,0.016708,1
kodagu__p_ov_00640_01920,kodagu,640,1920,256,1,train,65536,1.0,796,0.012146,0.012146,1
kodagu__p_ov_00640_02048,kodagu,640,2048,256,1,train,65513,0.9996,255,0.003891,0.003892,1
kodagu__p_ov_00640_02176,kodagu,640,2176,256,1,train,65094,0.9933,822,0.012543,0.012628,1
kodagu__p_ov_00640_02304,kodagu,640,2304,256,1,train,65117,0.9936,804,0.012268,0.012347,1
kodagu__p_ov_00640_02432,kodagu,640,2432,256,1,train,65503,0.9995,0,0.0,0.0,0
kodagu__p_ov_00640_02560,kodagu,640,2560,256,1,train,65473,0.999,562,0.008575,0.008584,1
kodagu__p_ov_00640_02688,kodagu,640,2688,256,1,train,61833,0.9435,743,0.011337,0.012016,1
kodagu__p_ov_00768_00128,kodagu,768,128,256,1,train,65536,1.0,244,0.003723,0.003723,1
kodagu__p_ov_00768_01664,kodagu,768,1664,256,1,train,65536,1.0,890,0.01358,0.01358,1
kodagu__p_ov_00768_01920,kodagu,768,1920,256,1,train,65536,1.0,694,0.01059,0.01059,1
kodagu__p_ov_00768_02176,kodagu,768,2176,256,1,train,65536,1.0,1128,0.017212,0.017212,1
kodagu__p_ov_00768_02432,kodagu,768,2432,256,1,train,65511,0.9996,0,0.0,0.0,0
kodagu__p_ov_00768_02688,kodagu,768,2688,256,1,train,65536,1.0,227,0.003464,0.003464,1
kodagu__p_ov_00896_00000,kodagu,896,0,256,1,train,65280,0.9961,65,0.000992,0.000996,1
kodagu__p_ov_00896_00128,kodagu,896,128,256,1,train,65536,1.0,170,0.002594,0.002594,1
kodagu__p_ov_00896_00256,kodagu,896,256,256,1,train,65536,1.0,250,0.003815,0.003815,1
kodagu__p_ov_00896_01536,kodagu,896,1536,256,1,train,65536,1.0,887,0.013535,0.013535,1
kodagu__p_ov_00896_01664,kodagu,896,1664,256,1,train,65536,1.0,676,0.010315,0.010315,1
kodagu__p_ov_00896_01792,kodagu,896,1792,256,1,train,65536,1.0,393,0.005997,0.005997,1
kodagu__p_ov_00896_01920,kodagu,896,1920,256,1,train,65536,1.0,515,0.007858,0.007858,1
kodagu__p_ov_00896_02048,kodagu,896,2048,256,1,train,65536,1.0,672,0.010254,0.010254,1
kodagu__p_ov_00896_02176,kodagu,896,2176,256,1,train,65536,1.0,394,0.006012,0.006012,1
kodagu__p_ov_00896_02304,kodagu,896,2304,256,1,train,65511,0.9996,334,0.005096,0.005098,1
kodagu__p_ov_00896_02432,kodagu,896,2432,256,1,train,65511,0.9996,310,0.00473,0.004732,1
kodagu__p_ov_00896_02560,kodagu,896,2560,256,1,train,65536,1.0,12,0.000183,0.000183,1
kodagu__p_ov_00896_02688,kodagu,896,2688,256,1,train,65536,1.0,81,0.001236,0.001236,1
kodagu__p_ov_01024_00128,kodagu,1024,128,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01024_00384,kodagu,1024,384,256,1,train,65536,1.0,140,0.002136,0.002136,1
kodagu__p_ov_01024_00640,kodagu,1024,640,256,1,train,65536,1.0,167,0.002548,0.002548,1
kodagu__p_ov_01024_00896,kodagu,1024,896,256,1,train,65512,0.9996,28,0.000427,0.000427,1
kodagu__p_ov_01024_01152,kodagu,1024,1152,256,1,train,65217,0.9951,1778,0.02713,0.027263,1
kodagu__p_ov_01024_01408,kodagu,1024,1408,256,1,train,65536,1.0,187,0.002853,0.002853,1
kodagu__p_ov_01024_01664,kodagu,1024,1664,256,1,train,65536,1.0,499,0.007614,0.007614,1
kodagu__p_ov_01024_01920,kodagu,1024,1920,256,1,train,65536,1.0,638,0.009735,0.009735,1
kodagu__p_ov_01024_02176,kodagu,1024,2176,256,1,train,65536,1.0,70,0.001068,0.001068,1
kodagu__p_ov_01024_02432,kodagu,1024,2432,256,1,train,65536,1.0,440,0.006714,0.006714,1
kodagu__p_ov_01024_02688,kodagu,1024,2688,256,1,train,65536,1.0,542,0.00827,0.00827,1
kodagu__p_ov_01152_00000,kodagu,1152,0,256,1,train,65104,0.9934,0,0.0,0.0,0
kodagu__p_ov_01152_00128,kodagu,1152,128,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01152_00256,kodagu,1152,256,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01152_00384,kodagu,1152,384,256,1,train,65536,1.0,30,0.000458,0.000458,1
kodagu__p_ov_01152_00512,kodagu,1152,512,256,1,train,65536,1.0,70,0.001068,0.001068,1
kodagu__p_ov_01152_00640,kodagu,1152,640,256,1,train,65536,1.0,112,0.001709,0.001709,1
kodagu__p_ov_01152_00768,kodagu,1152,768,256,1,train,65536,1.0,114,0.00174,0.00174,1
kodagu__p_ov_01152_00896,kodagu,1152,896,256,1,train,65536,1.0,51,0.000778,0.000778,1
kodagu__p_ov_01152_01024,kodagu,1152,1024,256,1,train,65536,1.0,42,0.000641,0.000641,1
kodagu__p_ov_01152_01152,kodagu,1152,1152,256,1,train,65536,1.0,1089,0.016617,0.016617,1
kodagu__p_ov_01152_01280,kodagu,1152,1280,256,1,train,65536,1.0,1071,0.016342,0.016342,1
kodagu__p_ov_01152_01408,kodagu,1152,1408,256,1,train,65536,1.0,86,0.001312,0.001312,1
kodagu__p_ov_01152_01536,kodagu,1152,1536,256,1,train,65536,1.0,164,0.002502,0.002502,1
kodagu__p_ov_01152_01664,kodagu,1152,1664,256,1,train,65536,1.0,189,0.002884,0.002884,1
kodagu__p_ov_01152_01792,kodagu,1152,1792,256,1,train,65536,1.0,277,0.004227,0.004227,1
kodagu__p_ov_01152_01920,kodagu,1152,1920,256,1,train,65536,1.0,327,0.00499,0.00499,1
kodagu__p_ov_01152_02048,kodagu,1152,2048,256,1,train,65536,1.0,216,0.003296,0.003296,1
kodagu__p_ov_01152_02176,kodagu,1152,2176,256,1,train,65536,1.0,70,0.001068,0.001068,1
kodagu__p_ov_01152_02304,kodagu,1152,2304,256,1,train,65536,1.0,130,0.001984,0.001984,1
kodagu__p_ov_01152_02432,kodagu,1152,2432,256,1,train,65536,1.0,130,0.001984,0.001984,1
kodagu__p_ov_01152_02560,kodagu,1152,2560,256,1,train,65536,1.0,18,0.000275,0.000275,1
kodagu__p_ov_01152_02688,kodagu,1152,2688,256,1,train,65536,1.0,497,0.007584,0.007584,1
kodagu__p_ov_01280_00128,kodagu,1280,128,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01280_00384,kodagu,1280,384,256,1,train,65536,1.0,9,0.000137,0.000137,1
kodagu__p_ov_01280_00640,kodagu,1280,640,256,1,train,65536,1.0,23,0.000351,0.000351,1
kodagu__p_ov_01280_00896,kodagu,1280,896,256,1,train,65536,1.0,62,0.000946,0.000946,1
kodagu__p_ov_01280_01152,kodagu,1280,1152,256,1,train,65536,1.0,135,0.00206,0.00206,1
kodagu__p_ov_01280_01408,kodagu,1280,1408,256,1,train,65536,1.0,46,0.000702,0.000702,1
kodagu__p_ov_01280_01664,kodagu,1280,1664,256,1,train,65536,1.0,242,0.003693,0.003693,1
kodagu__p_ov_01280_01920,kodagu,1280,1920,256,1,train,65536,1.0,63,0.000961,0.000961,1
kodagu__p_ov_01280_02176,kodagu,1280,2176,256,1,train,65536,1.0,33,0.000504,0.000504,1
kodagu__p_ov_01280_02432,kodagu,1280,2432,256,1,train,65536,1.0,42,0.000641,0.000641,1
kodagu__p_ov_01280_02688,kodagu,1280,2688,256,1,train,65536,1.0,35,0.000534,0.000534,1
kodagu__p_ov_01408_00000,kodagu,1408,0,256,1,train,65024,0.9922,85,0.001297,0.001307,1
kodagu__p_ov_01408_00128,kodagu,1408,128,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01408_00256,kodagu,1408,256,256,1,train,65536,1.0,18,0.000275,0.000275,1
kodagu__p_ov_01408_00384,kodagu,1408,384,256,1,train,65536,1.0,18,0.000275,0.000275,1
kodagu__p_ov_01408_00512,kodagu,1408,512,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01408_00640,kodagu,1408,640,256,1,train,65536,1.0,123,0.001877,0.001877,1
kodagu__p_ov_01408_00768,kodagu,1408,768,256,1,train,65536,1.0,254,0.003876,0.003876,1
kodagu__p_ov_01408_01536,kodagu,1408,1536,256,1,train,65536,1.0,43,0.000656,0.000656,1
kodagu__p_ov_01408_01664,kodagu,1408,1664,256,1,train,65536,1.0,253,0.00386,0.00386,1
kodagu__p_ov_01408_01792,kodagu,1408,1792,256,1,train,65536,1.0,358,0.005463,0.005463,1
kodagu__p_ov_01408_01920,kodagu,1408,1920,256,1,train,65536,1.0,115,0.001755,0.001755,1
kodagu__p_ov_01408_02048,kodagu,1408,2048,256,1,train,65536,1.0,83,0.001266,0.001266,1
kodagu__p_ov_01408_02176,kodagu,1408,2176,256,1,train,65536,1.0,73,0.001114,0.001114,1
kodagu__p_ov_01408_02304,kodagu,1408,2304,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01536_00128,kodagu,1536,128,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01536_00384,kodagu,1536,384,256,1,train,65536,1.0,230,0.00351,0.00351,1
kodagu__p_ov_01536_00640,kodagu,1536,640,256,1,train,65536,1.0,123,0.001877,0.001877,1
kodagu__p_ov_01536_01664,kodagu,1536,1664,256,1,train,65500,0.9995,41,0.000626,0.000626,1
kodagu__p_ov_01536_01920,kodagu,1536,1920,256,1,train,65536,1.0,115,0.001755,0.001755,1
kodagu__p_ov_01536_02176,kodagu,1536,2176,256,1,train,65536,1.0,194,0.00296,0.00296,1
kodagu__p_ov_01664_00000,kodagu,1664,0,256,1,train,65024,0.9922,0,0.0,0.0,0
kodagu__p_ov_01664_00128,kodagu,1664,128,256,1,train,65536,1.0,10,0.000153,0.000153,1
kodagu__p_ov_01664_00256,kodagu,1664,256,256,1,train,65536,1.0,302,0.004608,0.004608,1
kodagu__p_ov_01664_00384,kodagu,1664,384,256,1,train,65536,1.0,349,0.005325,0.005325,1
kodagu__p_ov_01664_00512,kodagu,1664,512,256,1,train,65536,1.0,57,0.00087,0.00087,1
kodagu__p_ov_01664_00640,kodagu,1664,640,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01664_00768,kodagu,1664,768,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01664_01536,kodagu,1664,1536,256,1,train,65518,0.9997,0,0.0,0.0,0
kodagu__p_ov_01664_01664,kodagu,1664,1664,256,1,train,65482,0.9992,0,0.0,0.0,0
kodagu__p_ov_01664_01792,kodagu,1664,1792,256,1,train,65500,0.9995,0,0.0,0.0,0
kodagu__p_ov_01664_01920,kodagu,1664,1920,256,1,train,65536,1.0,0,0.0,0.0,0
kodagu__p_ov_01664_02048,kodagu,1664,2048,256,1,train,65536,1.0,19,0.00029,0.00029,1
kodagu__p_ov_01664_02176,kodagu,1664,2176,256,1,train,65536,1.0,179,0.002731,0.002731,1
kodagu__p_ov_01664_02304,kodagu,1664,2304,256,1,train,65536,1.0,160,0.002441,0.002441,1
kodagu__p_ov_01792_00128,kodagu,1792,128,256,1,train,65536,1.0,26,0.000397,0.000397,1
kodagu__p_ov_01792_00384,kodagu,1792,384,256,1,train,65536,1.0,241,0.003677,0.003677,1
